seed_index,seed,n,t,trunc_bytes,hash_bits,pwd_length,successful_cracks,failed_cracks,total_time,success_rate,avg_time_per_crack,same,different,construction_time,notes,timestamp
0,1,500,300,5,40,5,0,100,5.3009607791900635,0.0,0.053009607791900636,0,0,0.1757194995880127,OK,2025-10-19 22:23:12
1,123,500,300,5,40,5,1,99,5.164136171340942,1.0,0.051641361713409425,1,0,0.1775665283203125,OK,2025-10-19 22:23:18
2,999,500,300,5,40,5,1,99,5.233837842941284,1.0,0.05233837842941284,1,0,0.17702555656433105,OK,2025-10-19 22:23:23
0,1,500,300,5,40,7,0,100,5.716319561004639,0.0,0.05716319561004639,0,0,0.19293522834777832,OK,2025-10-19 22:23:29
1,123,500,300,5,40,7,0,100,5.80323600769043,0.0,0.058032360076904294,0,0,0.1951439380645752,OK,2025-10-19 22:23:35
2,999,500,300,5,40,7,0,100,5.683435916900635,0.0,0.056834359169006345,0,0,0.19065022468566895,OK,2025-10-19 22:23:41
0,1,500,300,5,40,10,0,100,6.378539085388184,0.0,0.06378539085388184,0,0,0.22138118743896484,OK,2025-10-19 22:23:46
1,123,500,300,5,40,10,0,100,6.5106165409088135,0.0,0.06510616540908813,0,0,0.21395540237426758,OK,2025-10-19 22:23:53
2,999,500,300,5,40,10,0,100,6.517931222915649,0.0,0.06517931222915649,0,0,0.22086477279663086,OK,2025-10-19 22:24:00
0,1,500,300,6,48,5,0,100,5.277998924255371,0.0,0.05277998924255371,0,0,0.17822694778442383,OK,2025-10-19 22:24:07
1,123,500,300,6,48,5,0,100,5.298395156860352,0.0,0.05298395156860351,0,0,0.17773866653442383,OK,2025-10-19 22:24:12
2,999,500,300,6,48,5,1,99,5.210639715194702,1.0,0.05210639715194702,1,0,0.17685151100158691,OK,2025-10-19 22:24:17
0,1,500,300,6,48,7,0,100,5.807553291320801,0.0,0.05807553291320801,0,0,0.19603490829467773,OK,2025-10-19 22:24:23
1,123,500,300,6,48,7,0,100,5.9011664390563965,0.0,0.05901166439056396,0,0,0.19840526580810547,OK,2025-10-19 22:24:29
2,999,500,300,6,48,7,0,100,5.835339784622192,0.0,0.05835339784622193,0,0,0.2007756233215332,OK,2025-10-19 22:24:35
0,1,500,300,6,48,10,0,100,6.62198281288147,0.0,0.0662198281288147,0,0,0.22513055801391602,OK,2025-10-19 22:24:41
1,123,500,300,6,48,10,0,100,6.648366689682007,0.0,0.06648366689682007,0,0,0.22507953643798828,OK,2025-10-19 22:24:48
2,999,500,300,6,48,10,0,100,6.648370742797852,0.0,0.06648370742797852,0,0,0.22385001182556152,OK,2025-10-19 22:24:55
0,1,500,400,4,32,5,0,100,8.953397750854492,0.0,0.08953397750854492,0,0,0.22240281105041504,OK,2025-10-19 22:25:02
1,123,500,400,4,32,5,1,99,8.907077074050903,1.0,0.08907077074050904,1,0,0.22540807723999023,OK,2025-10-19 22:25:11
2,999,500,400,4,32,5,3,97,8.94256854057312,3.0,0.0894256854057312,3,0,0.2236497402191162,OK,2025-10-19 22:25:20
0,1,500,400,4,32,7,0,100,9.62699556350708,0.0,0.0962699556350708,0,0,0.25788044929504395,OK,2025-10-19 22:25:29
1,123,500,400,4,32,7,0,100,9.560825824737549,0.0,0.09560825824737548,0,0,0.24503684043884277,OK,2025-10-19 22:25:39
2,999,500,400,4,32,7,0,100,9.644350290298462,0.0,0.09644350290298462,0,0,0.24645018577575684,OK,2025-10-19 22:25:49
0,1,500,400,4,32,10,0,100,10.97885012626648,0.0,0.10978850126266479,0,0,0.27883219718933105,OK,2025-10-19 22:25:59
1,123,500,400,4,32,10,0,100,10.968992233276367,0.0,0.10968992233276367,0,0,0.2770519256591797,OK,2025-10-19 22:26:10
2,999,500,400,4,32,10,0,100,11.083303928375244,0.0,0.11083303928375245,0,0,0.2778947353363037,OK,2025-10-19 22:26:21
0,1,500,400,5,40,5,2,98,9.06427550315857,2.0,0.0906427550315857,2,0,0.23340129852294922,OK,2025-10-19 22:26:33
1,123,500,400,5,40,5,0,100,9.308156728744507,0.0,0.09308156728744507,0,0,0.23427700996398926,OK,2025-10-19 22:26:42
2,999,500,400,5,40,5,0,100,9.316940784454346,0.0,0.09316940784454346,0,0,0.2334907054901123,OK,2025-10-19 22:26:51
0,1,500,400,5,40,7,0,100,10.104841947555542,0.0,0.10104841947555541,0,0,0.2569918632507324,OK,2025-10-19 22:27:01
1,123,500,400,5,40,7,0,100,10.247753620147705,0.0,0.10247753620147705,0,0,0.2610480785369873,OK,2025-10-19 22:27:11
2,999,500,400,5,40,7,0,100,10.080703258514404,0.0,0.10080703258514405,0,0,0.265488862991333,OK,2025-10-19 22:27:22
0,1,500,400,5,40,10,0,100,11.606536865234375,0.0,0.11606536865234375,0,0,0.2920994758605957,OK,2025-10-19 22:27:32
1,123,500,400,5,40,10,0,100,11.559593439102173,0.0,0.11559593439102173,0,0,0.29958009719848633,OK,2025-10-19 22:27:44
2,999,500,400,5,40,10,0,100,11.575772285461426,0.0,0.11575772285461426,0,0,0.3024716377258301,OK,2025-10-19 22:27:56
0,1,500,400,6,48,5,2,98,9.5021071434021,2.0,0.095021071434021,2,0,0.23602867126464844,OK,2025-10-19 22:28:08
1,123,500,400,6,48,5,3,97,9.118046283721924,3.0,0.09118046283721924,3,0,0.23819851875305176,OK,2025-10-19 22:28:18
2,999,500,400,6,48,5,1,99,9.559177875518799,1.0,0.09559177875518798,1,0,0.23559117317199707,OK,2025-10-19 22:28:27
0,1,500,400,6,48,7,0,100,10.293137311935425,0.0,0.10293137311935424,0,0,0.2568373680114746,OK,2025-10-19 22:28:37
1,123,500,400,6,48,7,0,100,10.394153356552124,0.0,0.10394153356552124,0,0,0.26042890548706055,OK,2025-10-19 22:28:47
2,999,500,400,6,48,7,0,100,10.325766324996948,0.0,0.10325766324996949,0,0,0.260667085647583,OK,2025-10-19 22:28:58
0,1,500,400,6,48,10,0,100,11.804560422897339,0.0,0.1180456042289734,0,0,0.29906344413757324,OK,2025-10-19 22:29:08
1,123,500,400,6,48,10,0,100,11.833242177963257,0.0,0.11833242177963257,0,0,0.30115485191345215,OK,2025-10-19 22:29:21
2,999,500,400,6,48,10,0,100,11.891228199005127,0.0,0.11891228199005127,0,0,0.29801249504089355,OK,2025-10-19 22:29:33
0,1,500,500,4,32,5,1,99,13.879705429077148,1.0,0.1387970542907715,1,0,0.2802467346191406,OK,2025-10-19 22:29:45
1,123,500,500,4,32,5,0,100,14.196620225906372,0.0,0.14196620225906373,0,0,0.29398059844970703,OK,2025-10-19 22:29:59
2,999,500,500,4,32,5,3,97,13.958478450775146,3.0,0.13958478450775147,3,0,0.27998781204223633,OK,2025-10-19 22:30:14
0,1,500,500,4,32,7,0,100,15.194876670837402,0.0,0.151948766708374,0,0,0.31598639488220215,OK,2025-10-19 22:30:28
1,123,500,500,4,32,7,0,100,15.051169633865356,0.0,0.15051169633865358,0,0,0.30945515632629395,OK,2025-10-19 22:30:43
2,999,500,500,4,32,7,0,100,15.333155155181885,0.0,0.15333155155181885,0,0,0.31139087677001953,OK,2025-10-19 22:30:59
0,1,500,500,4,32,10,0,100,17.458105087280273,0.0,0.17458105087280273,0,0,0.35665249824523926,OK,2025-10-19 22:31:14
1,123,500,500,4,32,10,0,100,17.44955062866211,0.0,0.17449550628662108,0,0,0.35021162033081055,OK,2025-10-19 22:31:32
2,999,500,500,4,32,10,0,100,17.537280797958374,0.0,0.17537280797958374,0,0,0.35727953910827637,OK,2025-10-19 22:31:50
0,1,500,500,5,40,5,3,97,14.46116018295288,3.0,0.1446116018295288,3,0,0.2926163673400879,OK,2025-10-19 22:32:08
1,123,500,500,5,40,5,2,98,14.48236083984375,2.0,0.1448236083984375,2,0,0.2895925045013428,OK,2025-10-19 22:32:23
2,999,500,500,5,40,5,4,96,14.329107999801636,4.0,0.14329107999801635,4,0,0.2942807674407959,OK,2025-10-19 22:32:37
0,1,500,500,5,40,7,0,100,15.972477912902832,0.0,0.15972477912902833,0,0,0.3460848331451416,OK,2025-10-19 22:32:52
1,123,500,500,5,40,7,0,100,15.899520635604858,0.0,0.15899520635604858,0,0,0.3227386474609375,OK,2025-10-19 22:33:08
2,999,500,500,5,40,7,0,100,15.922893047332764,0.0,0.15922893047332765,0,0,0.3269078731536865,OK,2025-10-19 22:33:25
0,1,500,500,5,40,10,0,100,18.702117204666138,0.0,0.18702117204666138,0,0,0.3647153377532959,OK,2025-10-19 22:33:41
1,123,500,500,5,40,10,0,100,18.437089204788208,0.0,0.18437089204788207,0,0,0.39089131355285645,OK,2025-10-19 22:34:00
2,999,500,500,5,40,10,0,100,18.041732788085938,0.0,0.18041732788085937,0,0,0.37450742721557617,OK,2025-10-19 22:34:19
0,1,500,500,6,48,5,0,100,14.737595558166504,0.0,0.14737595558166505,0,0,0.3014028072357178,OK,2025-10-19 22:34:37
1,123,500,500,6,48,5,3,97,14.833048343658447,3.0,0.14833048343658448,3,0,0.29763245582580566,OK,2025-10-19 22:34:52
2,999,500,500,6,48,5,3,97,14.850705862045288,3.0,0.14850705862045288,3,0,0.29828929901123047,OK,2025-10-19 22:35:07
0,1,500,500,6,48,7,0,100,16.36063289642334,0.0,0.1636063289642334,0,0,0.32447266578674316,OK,2025-10-19 22:35:22
1,123,500,500,6,48,7,0,100,16.211191415786743,0.0,0.16211191415786744,0,0,0.33319759368896484,OK,2025-10-19 22:35:39
2,999,500,500,6,48,7,0,100,16.043506860733032,0.0,0.1604350686073303,0,0,0.32216978073120117,OK,2025-10-19 22:35:56
0,1,500,500,6,48,10,0,100,18.508405685424805,0.0,0.18508405685424806,0,0,0.38636112213134766,OK,2025-10-19 22:36:12
1,123,500,500,6,48,10,0,100,18.504082918167114,0.0,0.18504082918167114,0,0,0.3741881847381592,OK,2025-10-19 22:36:31
2,999,500,500,6,48,10,0,100,18.51198410987854,0.0,0.1851198410987854,0,0,0.37235593795776367,OK,2025-10-19 22:36:50
0,1,1000,100,4,32,5,1,99,0.6150510311126709,1.0,0.006150510311126709,1,0,0.1140434741973877,OK,2025-10-19 22:37:09
1,123,1000,100,4,32,5,0,100,0.6337451934814453,0.0,0.006337451934814453,0,0,0.1255486011505127,OK,2025-10-19 22:37:09
2,999,1000,100,4,32,5,0,100,0.6356513500213623,0.0,0.006356513500213623,0,0,0.12189364433288574,OK,2025-10-19 22:37:10
0,1,1000,100,4,32,7,0,100,0.6970529556274414,0.0,0.006970529556274414,0,0,0.13299345970153809,OK,2025-10-19 22:37:11
1,123,1000,100,4,32,7,0,100,0.678422212600708,0.0,0.00678422212600708,0,0,0.1302173137664795,OK,2025-10-19 22:37:12
2,999,1000,100,4,32,7,0,100,0.6877923011779785,0.0,0.006877923011779785,0,0,0.14062952995300293,OK,2025-10-19 22:37:13
0,1,1000,100,4,32,10,0,100,0.7875323295593262,0.0,0.007875323295593262,0,0,0.15509366989135742,OK,2025-10-19 22:37:13
1,123,1000,100,4,32,10,0,100,0.7744274139404297,0.0,0.007744274139404297,0,0,0.1514148712158203,OK,2025-10-19 22:37:14
2,999,1000,100,4,32,10,0,100,0.7700824737548828,0.0,0.007700824737548828,0,0,0.15029239654541016,OK,2025-10-19 22:37:15
0,1,1000,100,5,40,5,1,99,0.6542737483978271,1.0,0.006542737483978271,1,0,0.1250452995300293,OK,2025-10-19 22:37:16
1,123,1000,100,5,40,5,1,99,0.658463716506958,1.0,0.00658463716506958,1,0,0.12849640846252441,OK,2025-10-19 22:37:17
2,999,1000,100,5,40,5,0,100,0.6699016094207764,0.0,0.0066990160942077635,0,0,0.1246650218963623,OK,2025-10-19 22:37:18
0,1,1000,100,5,40,7,0,100,0.7172365188598633,0.0,0.007172365188598633,0,0,0.14080095291137695,OK,2025-10-19 22:37:19
1,123,1000,100,5,40,7,0,100,0.713263750076294,0.0,0.00713263750076294,0,0,0.13739967346191406,OK,2025-10-19 22:37:19
2,999,1000,100,5,40,7,0,100,0.7231471538543701,0.0,0.0072314715385437016,0,0,0.1450660228729248,OK,2025-10-19 22:37:20
0,1,1000,100,5,40,10,0,100,0.8176577091217041,0.0,0.008176577091217042,0,0,0.1531357765197754,OK,2025-10-19 22:37:21
1,123,1000,100,5,40,10,0,100,0.8201310634613037,0.0,0.008201310634613037,0,0,0.1541612148284912,OK,2025-10-19 22:37:22
2,999,1000,100,5,40,10,0,100,0.8341670036315918,0.0,0.008341670036315918,0,0,0.15592432022094727,OK,2025-10-19 22:37:23
0,1,1000,100,6,48,5,0,100,0.6601982116699219,0.0,0.006601982116699219,0,0,0.13349437713623047,OK,2025-10-19 22:37:24
1,123,1000,100,6,48,5,0,100,0.6672244071960449,0.0,0.006672244071960449,0,0,0.12729382514953613,OK,2025-10-19 22:37:25
2,999,1000,100,6,48,5,1,99,0.6701631546020508,1.0,0.006701631546020508,1,0,0.1291027069091797,OK,2025-10-19 22:37:26
0,1,1000,100,6,48,7,0,100,0.7344043254852295,0.0,0.007344043254852295,0,0,0.1415700912475586,OK,2025-10-19 22:37:26
1,123,1000,100,6,48,7,0,100,0.7383747100830078,0.0,0.007383747100830078,0,0,0.1477036476135254,OK,2025-10-19 22:37:27
2,999,1000,100,6,48,7,0,100,0.7182135581970215,0.0,0.007182135581970215,0,0,0.13779807090759277,OK,2025-10-19 22:37:28
0,1,1000,100,6,48,10,0,100,0.8387227058410645,0.0,0.008387227058410645,0,0,0.16068649291992188,OK,2025-10-19 22:37:29
1,123,1000,100,6,48,10,0,100,0.8168892860412598,0.0,0.008168892860412598,0,0,0.15639233589172363,OK,2025-10-19 22:37:30
2,999,1000,100,6,48,10,0,100,0.8296568393707275,0.0,0.008296568393707276,0,0,0.1563107967376709,OK,2025-10-19 22:37:31
0,1,1000,200,4,32,5,1,99,2.3278048038482666,1.0,0.023278048038482668,1,0,0.24657630920410156,OK,2025-10-19 22:37:32
1,123,1000,200,4,32,5,1,99,2.3160624504089355,1.0,0.023160624504089355,1,0,0.23542022705078125,OK,2025-10-19 22:37:35
2,999,1000,200,4,32,5,2,98,2.3057775497436523,2.0,0.023057775497436525,2,0,0.2297987937927246,OK,2025-10-19 22:37:37
0,1,1000,200,4,32,7,0,100,2.4845774173736572,0.0,0.02484577417373657,0,0,0.24124574661254883,OK,2025-10-19 22:37:40
1,123,1000,200,4,32,7,0,100,2.5157644748687744,0.0,0.025157644748687744,0,0,0.24954795837402344,OK,2025-10-19 22:37:42
2,999,1000,200,4,32,7,0,100,2.51581072807312,0.0,0.0251581072807312,0,0,0.24837851524353027,OK,2025-10-19 22:37:45
0,1,1000,200,4,32,10,0,100,2.89719295501709,0.0,0.0289719295501709,0,0,0.2918999195098877,OK,2025-10-19 22:37:48
1,123,1000,200,4,32,10,0,100,2.925029754638672,0.0,0.02925029754638672,0,0,0.2898581027984619,OK,2025-10-19 22:37:51
2,999,1000,200,4,32,10,0,100,2.9356327056884766,0.0,0.029356327056884766,0,0,0.29625463485717773,OK,2025-10-19 22:37:54
0,1,1000,200,5,40,5,3,97,2.3774924278259277,3.0,0.023774924278259276,3,0,0.2535703182220459,OK,2025-10-19 22:37:58
1,123,1000,200,5,40,5,0,100,2.3911147117614746,0.0,0.023911147117614745,0,0,0.2367875576019287,OK,2025-10-19 22:38:00
2,999,1000,200,5,40,5,4,96,2.3690927028656006,4.0,0.023690927028656005,4,0,0.2416086196899414,OK,2025-10-19 22:38:03
0,1,1000,200,5,40,7,0,100,2.6745223999023438,0.0,0.02674522399902344,0,0,0.2770698070526123,OK,2025-10-19 22:38:05
1,123,1000,200,5,40,7,0,100,2.6449081897735596,0.0,0.026449081897735597,0,0,0.26863932609558105,OK,2025-10-19 22:38:08
2,999,1000,200,5,40,7,0,100,2.6763017177581787,0.0,0.026763017177581786,0,0,0.26023030281066895,OK,2025-10-19 22:38:11
0,1,1000,200,5,40,10,0,100,2.9917640686035156,0.0,0.029917640686035155,0,0,0.2951016426086426,OK,2025-10-19 22:38:14
1,123,1000,200,5,40,10,0,100,3.0760762691497803,0.0,0.030760762691497804,0,0,0.29547929763793945,OK,2025-10-19 22:38:18
2,999,1000,200,5,40,10,0,100,3.04215145111084,0.0,0.0304215145111084,0,0,0.3030087947845459,OK,2025-10-19 22:38:21
0,1,1000,200,6,48,5,0,100,2.4724209308624268,0.0,0.02472420930862427,0,0,0.24051237106323242,OK,2025-10-19 22:38:24
1,123,1000,200,6,48,5,1,99,2.4555583000183105,1.0,0.024555583000183106,1,0,0.24447321891784668,OK,2025-10-19 22:38:27
2,999,1000,200,6,48,5,2,98,2.405121326446533,2.0,0.024051213264465333,2,0,0.24104571342468262,OK,2025-10-19 22:38:30
0,1,1000,200,6,48,7,0,100,2.7599754333496094,0.0,0.027599754333496093,0,0,0.273301362991333,OK,2025-10-19 22:38:32
1,123,1000,200,6,48,7,0,100,2.718759536743164,0.0,0.02718759536743164,0,0,0.2689647674560547,OK,2025-10-19 22:38:35
2,999,1000,200,6,48,7,0,100,2.7453248500823975,0.0,0.027453248500823976,0,0,0.2722902297973633,OK,2025-10-19 22:38:38
0,1,1000,200,6,48,10,0,100,3.109720230102539,0.0,0.03109720230102539,0,0,0.3123042583465576,OK,2025-10-19 22:38:41
1,123,1000,200,6,48,10,0,100,3.0831050872802734,0.0,0.030831050872802735,0,0,0.3058962821960449,OK,2025-10-19 22:38:45
2,999,1000,200,6,48,10,0,100,3.0540082454681396,0.0,0.030540082454681396,0,0,0.2999093532562256,OK,2025-10-19 22:38:48
0,1,1000,300,4,32,5,3,97,5.1050543785095215,3.0,0.051050543785095215,3,0,0.33927345275878906,OK,2025-10-19 22:38:52
1,123,1000,300,4,32,5,3,97,5.034841537475586,3.0,0.05034841537475586,3,0,0.34764552116394043,OK,2025-10-19 22:38:57
2,999,1000,300,4,32,5,3,97,5.079002618789673,3.0,0.05079002618789673,3,0,0.354475736618042,OK,2025-10-19 22:39:02
0,1,1000,300,4,32,7,0,100,5.5294153690338135,0.0,0.05529415369033813,0,0,0.36856722831726074,OK,2025-10-19 22:39:08
1,123,1000,300,4,32,7,0,100,5.561144828796387,0.0,0.05561144828796387,0,0,0.38114070892333984,OK,2025-10-19 22:39:14
2,999,1000,300,4,32,7,0,100,5.570952415466309,0.0,0.055709524154663084,0,0,0.36968088150024414,OK,2025-10-19 22:39:20
0,1,1000,300,4,32,10,1,99,6.412064790725708,1.0,0.06412064790725708,0,1,0.41917943954467773,OK,2025-10-19 22:39:26
1,123,1000,300,4,32,10,0,100,6.505264759063721,0.0,0.06505264759063721,0,0,0.42870092391967773,OK,2025-10-19 22:39:32
2,999,1000,300,4,32,10,0,100,6.451331615447998,0.0,0.06451331615447999,0,0,0.4463534355163574,OK,2025-10-19 22:39:39
0,1,1000,300,5,40,5,5,95,5.209407567977905,5.0,0.052094075679779056,5,0,0.3623650074005127,OK,2025-10-19 22:39:46
1,123,1000,300,5,40,5,0,100,5.541671514511108,0.0,0.05541671514511108,0,0,0.36892008781433105,OK,2025-10-19 22:39:52
2,999,1000,300,5,40,5,1,99,5.308554649353027,1.0,0.053085546493530276,1,0,0.3467099666595459,OK,2025-10-19 22:39:58
0,1,1000,300,5,40,7,0,100,5.878444194793701,0.0,0.05878444194793701,0,0,0.3849606513977051,OK,2025-10-19 22:40:03
1,123,1000,300,5,40,7,0,100,5.820549488067627,0.0,0.05820549488067627,0,0,0.3994944095611572,OK,2025-10-19 22:40:10
2,999,1000,300,5,40,7,0,100,5.87672758102417,0.0,0.0587672758102417,0,0,0.3971590995788574,OK,2025-10-19 22:40:16
0,1,1000,300,5,40,10,0,100,6.554190397262573,0.0,0.06554190397262573,0,0,0.4505009651184082,OK,2025-10-19 22:40:22
1,123,1000,300,5,40,10,0,100,6.691460609436035,0.0,0.06691460609436035,0,0,0.44240713119506836,OK,2025-10-19 22:40:29
2,999,1000,300,5,40,10,0,100,6.577021837234497,0.0,0.06577021837234497,0,0,0.43619775772094727,OK,2025-10-19 22:40:36
0,1,1000,300,6,48,5,4,96,5.419397592544556,4.0,0.05419397592544556,4,0,0.36446118354797363,OK,2025-10-19 22:40:43
1,123,1000,300,6,48,5,0,100,5.381318807601929,0.0,0.053813188076019286,0,0,0.3523223400115967,OK,2025-10-19 22:40:49
2,999,1000,300,6,48,5,2,98,5.378381729125977,2.0,0.053783817291259764,2,0,0.3605766296386719,OK,2025-10-19 22:40:55
0,1,1000,300,6,48,7,0,100,5.758321523666382,0.0,0.05758321523666382,0,0,0.38604068756103516,OK,2025-10-19 22:41:01
1,123,1000,300,6,48,7,0,100,5.806244134902954,0.0,0.05806244134902954,0,0,0.3920004367828369,OK,2025-10-19 22:41:07
2,999,1000,300,6,48,7,0,100,5.726266622543335,0.0,0.05726266622543335,0,0,0.3898029327392578,OK,2025-10-19 22:41:13
0,1,1000,300,6,48,10,0,100,6.702510356903076,0.0,0.06702510356903076,0,0,0.4421541690826416,OK,2025-10-19 22:41:19
1,123,1000,300,6,48,10,0,100,6.6995203495025635,0.0,0.06699520349502563,0,0,0.44065237045288086,OK,2025-10-19 22:41:26
2,999,1000,300,6,48,10,0,100,6.696400165557861,0.0,0.06696400165557861,0,0,0.4513735771179199,OK,2025-10-19 22:41:33
0,1,1000,400,4,32,5,6,94,8.791097164154053,6.0,0.08791097164154053,6,0,0.4562361240386963,OK,2025-10-19 22:41:40
1,123,1000,400,4,32,5,2,98,9.058776140213013,2.0,0.09058776140213012,2,0,0.4568002223968506,OK,2025-10-19 22:41:50
2,999,1000,400,4,32,5,2,98,8.968204259872437,2.0,0.08968204259872437,2,0,0.4489433765411377,OK,2025-10-19 22:41:59
0,1,1000,400,4,32,7,0,100,9.748243570327759,0.0,0.09748243570327758,0,0,0.4858379364013672,OK,2025-10-19 22:42:09
1,123,1000,400,4,32,7,0,100,9.66312837600708,0.0,0.0966312837600708,0,0,0.48830628395080566,OK,2025-10-19 22:42:19
2,999,1000,400,4,32,7,0,100,9.672384262084961,0.0,0.09672384262084961,0,0,0.4829390048980713,OK,2025-10-19 22:42:29
0,1,1000,400,4,32,10,0,100,11.075454950332642,0.0,0.11075454950332642,0,0,0.5592186450958252,OK,2025-10-19 22:42:39
1,123,1000,400,4,32,10,0,100,11.211119174957275,0.0,0.11211119174957275,0,0,0.5570394992828369,OK,2025-10-19 22:42:51
2,999,1000,400,4,32,10,1,99,10.892264127731323,1.0,0.10892264127731323,0,1,0.5624241828918457,OK,2025-10-19 22:43:03
0,1,1000,400,5,40,5,8,92,9.151352882385254,8.0,0.09151352882385254,8,0,0.48016858100891113,OK,2025-10-19 22:43:14
1,123,1000,400,5,40,5,2,98,9.351232290267944,2.0,0.09351232290267944,2,0,0.4730677604675293,OK,2025-10-19 22:43:24
2,999,1000,400,5,40,5,2,98,9.36872148513794,2.0,0.09368721485137939,2,0,0.472714900970459,OK,2025-10-19 22:43:33
0,1,1000,400,5,40,7,0,100,10.198197364807129,0.0,0.1019819736480713,0,0,0.5169124603271484,OK,2025-10-19 22:43:43
1,123,1000,400,5,40,7,0,100,10.256389617919922,0.0,0.10256389617919921,0,0,0.5186448097229004,OK,2025-10-19 22:43:54
2,999,1000,400,5,40,7,0,100,9.987224340438843,0.0,0.09987224340438842,0,0,0.5227019786834717,OK,2025-10-19 22:44:05
0,1,1000,400,5,40,10,0,100,11.577582597732544,0.0,0.11577582597732544,0,0,0.5807981491088867,OK,2025-10-19 22:44:15
1,123,1000,400,5,40,10,0,100,11.540019512176514,0.0,0.11540019512176514,0,0,0.5778834819793701,OK,2025-10-19 22:44:27
2,999,1000,400,5,40,10,0,100,11.619066953659058,0.0,0.11619066953659057,0,0,0.5893805027008057,OK,2025-10-19 22:44:40
0,1,1000,400,6,48,5,5,95,9.049433469772339,5.0,0.09049433469772339,5,0,0.4620797634124756,OK,2025-10-19 22:44:52
1,123,1000,400,6,48,5,4,96,9.359297513961792,4.0,0.09359297513961792,4,0,0.4722106456756592,OK,2025-10-19 22:45:01
2,999,1000,400,6,48,5,3,97,9.4195556640625,3.0,0.094195556640625,3,0,0.4883403778076172,OK,2025-10-19 22:45:11
0,1,1000,400,6,48,7,0,100,10.429628610610962,0.0,0.10429628610610962,0,0,0.5173518657684326,OK,2025-10-19 22:45:21
1,123,1000,400,6,48,7,0,100,10.277930974960327,0.0,0.10277930974960327,0,0,0.5268914699554443,OK,2025-10-19 22:45:32
2,999,1000,400,6,48,7,0,100,10.411127805709839,0.0,0.10411127805709838,0,0,0.5279746055603027,OK,2025-10-19 22:45:43
0,1,1000,400,6,48,10,0,100,11.798776149749756,0.0,0.11798776149749755,0,0,0.5964033603668213,OK,2025-10-19 22:45:54
1,123,1000,400,6,48,10,0,100,11.856434106826782,0.0,0.11856434106826783,0,0,0.6060936450958252,OK,2025-10-19 22:46:06
2,999,1000,400,6,48,10,0,100,11.737011671066284,0.0,0.11737011671066284,0,0,0.5867834091186523,OK,2025-10-19 22:46:19
0,1,1000,500,4,32,5,5,95,13.895911693572998,5.0,0.13895911693573,5,0,0.5731346607208252,OK,2025-10-19 22:46:31
1,123,1000,500,4,32,5,5,95,13.646551132202148,5.0,0.13646551132202148,5,0,0.5616133213043213,OK,2025-10-19 22:46:45
2,999,1000,500,4,32,5,2,98,13.852740287780762,2.0,0.13852740287780763,2,0,0.5729928016662598,OK,2025-10-19 22:47:00
0,1,1000,500,4,32,7,0,100,14.844451665878296,0.0,0.14844451665878297,0,0,0.5956239700317383,OK,2025-10-19 22:47:14
1,123,1000,500,4,32,7,0,100,15.181745767593384,0.0,0.15181745767593383,0,0,0.6080691814422607,OK,2025-10-19 22:47:29
2,999,1000,500,4,32,7,0,100,14.873904466629028,0.0,0.1487390446662903,0,0,0.6025094985961914,OK,2025-10-19 22:47:45
0,1,1000,500,4,32,10,0,100,17.324957847595215,0.0,0.17324957847595215,0,0,0.6988041400909424,OK,2025-10-19 22:48:01
1,123,1000,500,4,32,10,0,100,17.426150798797607,0.0,0.17426150798797607,0,0,0.7096049785614014,OK,2025-10-19 22:48:19
2,999,1000,500,4,32,10,0,100,17.499740600585938,0.0,0.17499740600585936,0,0,0.7118604183197021,OK,2025-10-19 22:48:37
0,1,1000,500,5,40,5,5,95,14.301397562026978,5.0,0.14301397562026977,5,0,0.5841639041900635,OK,2025-10-19 22:48:55
1,123,1000,500,5,40,5,3,97,14.605705976486206,3.0,0.14605705976486205,3,0,0.5980796813964844,OK,2025-10-19 22:49:10
2,999,1000,500,5,40,5,3,97,14.568119287490845,3.0,0.14568119287490844,3,0,0.5920965671539307,OK,2025-10-19 22:49:25
0,1,1000,500,5,40,7,0,100,15.871033668518066,0.0,0.15871033668518067,0,0,0.6372344493865967,OK,2025-10-19 22:49:40
1,123,1000,500,5,40,7,0,100,15.653300285339355,0.0,0.15653300285339355,0,0,0.6228349208831787,OK,2025-10-19 22:49:57
2,999,1000,500,5,40,7,0,100,15.84898829460144,0.0,0.1584898829460144,0,0,0.629925012588501,OK,2025-10-19 22:50:13
0,1,1000,500,5,40,10,0,100,17.762951850891113,0.0,0.17762951850891112,0,0,0.7215845584869385,OK,2025-10-19 22:50:30
1,123,1000,500,5,40,10,0,100,18.11814832687378,0.0,0.1811814832687378,0,0,0.7248313426971436,OK,2025-10-19 22:50:48
2,999,1000,500,5,40,10,0,100,18.103106260299683,0.0,0.18103106260299684,0,0,0.7173824310302734,OK,2025-10-19 22:51:07
0,1,1000,500,6,48,5,4,96,14.535067081451416,4.0,0.14535067081451417,4,0,0.5970325469970703,OK,2025-10-19 22:51:26
1,123,1000,500,6,48,5,2,98,14.916276693344116,2.0,0.14916276693344116,2,0,0.5840611457824707,OK,2025-10-19 22:51:41
2,999,1000,500,6,48,5,4,96,14.310723066329956,4.0,0.14310723066329956,4,0,0.5855429172515869,OK,2025-10-19 22:51:56
0,1,1000,500,6,48,7,0,100,15.849165678024292,0.0,0.1584916567802429,0,0,0.6246514320373535,OK,2025-10-19 22:52:11
